"country","founded","id","industry","linkedin_url","locality","name","region","size","website"
"france","0","librairie-de-la-fontaine","newspapers","linkedin.com/company/librairie-de-la-fontaine","coubron","librairie de la fontaine","seine-saint-denis","1-10",""
"argentina","0","diagnostics-news","newspapers","linkedin.com/company/diagnostics-news","pilar","diagnostics news","buenos aires","1-10","diagnosticsnews.com"
"","0","ottumwa-courier","newspapers","linkedin.com/company/ottumwa-courier","","ottumwa courier","","1-10",""
"united states","0","breda-realty-llc","newspapers","linkedin.com/company/breda-realty-llc","linden","breda realty llc","new jersey","1-10",""
"","0","the-michigan-banner-newspaper","newspapers","linkedin.com/company/the-michigan-banner-newspaper","","the michigan banner newspaper","","1-10","twovi.com.br"
"spain","0","iniciatives-berguedanes-de-comunicaci-sl","newspapers","linkedin.com/company/iniciatives-berguedanes-de-comunicaci-sl","","iniciatives berguedanes de comunicació sl","","1-10","bergactual.cat"
"united states","0","delmore-brothers-music","newspapers","linkedin.com/company/delmore-brothers-music","nashville","delmore brothers music","tennessee","1-10","delmorebrothers.net"
"france","0","les-editions-du-nouveau-france-soir","newspapers","linkedin.com/company/les-editions-du-nouveau-france-soir","aubervilles","les editions du nouveau france soir","ile-de-france","11-50",""
"united states","0","marysville-advocate","newspapers","linkedin.com/company/marysville-advocate","marysville","marysville advocate","kansas","11-50","mvleadvocate.com"
"france","0","expression-cosmetique---editions-bgm","newspapers","linkedin.com/company/expression-cosmetique---editions-bgm","charenton-le-pont","expression cosmetique - editions bgm","ile-de-france","1-10",""
"united states","0","rockford-register-star","newspapers","linkedin.com/company/rockford-register-star","rockford","rockford register star","illinois","201-500","rrstar.com"
"united states","0","benton-courier","newspapers","linkedin.com/company/benton-courier","","benton courier","arkansas","51-200","bentoncourier.com"
"canada","0","saskatoon-starphoenix-group","newspapers","linkedin.com/company/saskatoon-starphoenix-group","saskatoon","saskatoon starphoenix group","saskatchewan","11-50","saskstar.sk.ca"
"","0","southern-maryland-newspapers","newspapers","linkedin.com/company/southern-maryland-newspapers","","southern maryland newspapers","","1-10","somdnews.com"
"","0","touhid-limited","newspapers","linkedin.com/company/touhid-limited","","touhid limited","","1-10",""
"united states","0","sheffield-cartage","newspapers","linkedin.com/company/sheffield-cartage","","sheffield cartage","","1-10","sheffieldcartage.com"
"canada","0","gujarat-weekly","newspapers","linkedin.com/company/gujarat-weekly","mississauga","gujarat weekly","ontario","1-10","gujaratweekly.ca"
"","0","jornal-tempo-todo","newspapers","linkedin.com/company/jornal-tempo-todo","","jornal tempo todo","","1-10","tempotodo.com"
"united states","0","atlantic-highlands-herald","newspapers","linkedin.com/company/atlantic-highlands-herald","","atlantic highlands herald","new jersey","1-10","ahherald.com"
"","0","akhbarjagat","newspapers","linkedin.com/company/akhbarjagat","","akhbar jagat","","11-50","akhbarjagat.com"
"united states","0","horizon-north-inc","newspapers","linkedin.com/company/horizon-north-inc","traverse city","horizon north inc","michigan","1-10",""
"pakistan","0","awkum","newspapers","linkedin.com/company/awkum","","awkum","","1-10","awkum.edu.pk"
"united states","0","paulding-progress","newspapers","linkedin.com/company/paulding-progress","paulding","paulding progress","ohio","11-50","progressnewspaper.com"
"united kingdom","0","newry-reporter","newspapers","linkedin.com/company/newry-reporter","newry","newry reporter","newry mourne and down","1-10","newryreporter.com"
"france","0","bureau-ouest","newspapers","linkedin.com/company/bureau-ouest","cotentin","bureau ouest","bretagne","1-10",""
"united states","0","american-press-in-lake-charles-la.","newspapers","linkedin.com/company/american-press-in-lake-charles-la.","","american press in lake charles, la.","louisiana","51-200","americanpress.com"
"united kingdom","0","maidenhead-advertiser","newspapers","linkedin.com/company/maidenhead-advertiser","maidenhead","maidenhead advertiser","royal borough of windsor and maidenhead","1-10","burnham-advertiser.co.uk"
"united states","0","kennett-paper","newspapers","linkedin.com/company/kennett-paper","kennett square","kennett paper","pennsylvania","1-10","kennettpaper.com"
"united states","0","irish-voice-newspaper","newspapers","linkedin.com/company/irish-voice-newspaper","new york","irish voice newspaper","new york","11-50","irishvoice.com"
"chile","0","diario-el-sur-concepción","newspapers","linkedin.com/company/diario-el-sur-concepción","concepcion","diario el sur, concepción","bio-bio","51-200",""
"united states","0","the-evening-tribune","newspapers","linkedin.com/company/the-evening-tribune","wellsville","the evening tribune","connecticut","11-50","eveningtribune.com"
"","0","jornal-a-plateia","newspapers","linkedin.com/company/jornal-a-plateia","","jornal a plateia","","1-10","aplateia.com.br"
"","0","leconomiste","newspapers","linkedin.com/company/leconomiste","","l'économiste","","1-10","leconomiste.sn"
"united states","0","atlantachosun","newspapers","linkedin.com/company/atlantachosun","duluth","애틀랜타 조선일보 (atlanta chosun daily news)","georgia","11-50","atlantachosun.com"
"united states","0","glendale-garden-cafe-inc","newspapers","linkedin.com/company/glendale-garden-cafe-inc","toledo","glendale garden cafe inc","ohio","1-10","ggardencafe.com"
"united states","0","l-a-times","newspapers","linkedin.com/company/l-a-times","los angeles","l a times","california","51-200",""
"australia","0","philippine-holidays","newspapers","linkedin.com/company/philippine-holidays","","philippine holidays","","1-10","philippineholidays.com.au"
"united states","0","amarillo-globe-news","newspapers","linkedin.com/company/amarillo-globe-news","amarillo","amarillo globe-news","texas","51-200","amarillo.com"
"","0","platform-magazine-ntsu-","newspapers","linkedin.com/company/platform-magazine-ntsu-","","platform magazine (ntsu)","","11-50","platform-online.net"
"sweden","0","tidningen-arbetet","newspapers","linkedin.com/company/tidningen-arbetet","","tidningen arbetet","","11-50","arbetet.se"
"united kingdom","0","british-balloon-and-airship-club-limited-the-","newspapers","linkedin.com/company/british-balloon-and-airship-club-limited-the-","llanishen","british balloon and airship club limited(the)","monmouthshire","1-10",""
"united states","0","advertising-publications","newspapers","linkedin.com/company/advertising-publications","hasbrouck heights","advertising publications","new jersey","1-10",""
"united states","0","territorial-newspaper---old-wild-west","newspapers","linkedin.com/company/territorial-newspaper---old-wild-west","apache junction","territorial newspaper - old wild west","arizona","1-10","territorialnewspapers.com"
"united states","0","southern-community-newspapers-inc","newspapers","linkedin.com/company/southern-community-newspapers-inc","lawrenceville","southern community newspapers, inc","georgia","201-500","southerncommunitynewspapers.com"
"","0","asianet-pakistan-pvt-ltd","newspapers","linkedin.com/company/asianet-pakistan-pvt-ltd","","asianet-pakistan (pvt) ltd","","51-200","asianetpakistan.com"
"france","0","groupe-les-echos-le-parisien","newspapers","linkedin.com/company/groupe-les-echos-le-parisien","paris","groupe les echos-le parisien","ile-de-france","1001-5000","pressroom-lesechos-leparisien.com"
"canada","0","rat-creek-press","newspapers","linkedin.com/company/rat-creek-press","","rat creek press","","1-10","ratcreek.org"
"","0","periodico-nuevo-dia","newspapers","linkedin.com/company/periodico-nuevo-dia","","periodico nuevo dia","","11-50",""
"","0","edifa---groupe-media-participations","newspapers","linkedin.com/company/edifa---groupe-media-participations","","edifa - groupe media participations","","1-10","famillechretienne.fr"
"","0","kratomnews","newspapers","linkedin.com/company/kratomnews","","kratom news","","1-10","kratomnews.org"
"united kingdom","0","vesti-britanii","newspapers","linkedin.com/company/vesti-britanii","london","vesti britanii","greater london","1-10","e-vestibritanii.co.uk"
"netherlands","0","boekhandel-heijink","newspapers","linkedin.com/company/boekhandel-heijink","hardenberg","boekhandel heijink","overijssel","11-50","boekhandelheijink.nl"
"","0","washington-news-media-llc","newspapers","linkedin.com/company/washington-news-media-llc","","washington news media llc","","1-10",""
"united states","0","star-banner","newspapers","linkedin.com/company/star-banner","","ocala star-banner","","51-200","ocala.com"
"france","0","la-semaine-du-pays-basque","newspapers","linkedin.com/company/la-semaine-du-pays-basque","france","la semaine du pays basque","aquitaine","11-50","lasemainedupaysbasque.fr"
"brazil","0","ponto-norte","newspapers","linkedin.com/company/ponto-norte","","ponto norte","","1-10","folhadevendanova.com.br"
"france","0","univers-habitat-magazine","newspapers","linkedin.com/company/univers-habitat-magazine","cachan","univers habitat magazine","ile-de-france","1-10","univers-habitat.eu"
"united states","0","wildberries-marketplace","newspapers","linkedin.com/company/wildberries-marketplace","arcata","wildberries marketplace","california","11-50","wildberries.com"
"united states","0","kings-mountain-herald","newspapers","linkedin.com/company/kings-mountain-herald","kings mountain","kings mountain herald","north carolina","1-10","kmherald.com"
"france","0","presse-tagada","newspapers","linkedin.com/company/presse-tagada","","presse tagada","","1-10","pressetagada.com"
"germany","0","behoerden-spiegel","newspapers","linkedin.com/company/behoerden-spiegel","bonn","behörden spiegel","nordrhein-westfalen","51-200","behoerden-spiegel.de"
"france","0","presse-communication-international","newspapers","linkedin.com/company/presse-communication-international","paris","presse communication international","ile-de-france","1-10","editionspci.fr"
"united states","0","the-tifton-gazette","newspapers","linkedin.com/company/the-tifton-gazette","","the tifton gazette","georgia","11-50","tiftongazette.com"
"mexico","0","proyecto-puente","newspapers","linkedin.com/company/proyecto-puente","","proyecto puente","","1-10","proyectopuente.com.mx"
"spain","0","hartlepool-mail","newspapers","linkedin.com/company/hartlepool-mail","","hartlepool mail","madrid","51-200","hartlepoolmail.co.uk"
"united kingdom","0","west-ferry-printers-limited","newspapers","linkedin.com/company/west-ferry-printers-limited","london","west ferry printers limited","greater london","1-10",""
"egypt","0","60thanya","newspapers","linkedin.com/company/60thanya","giza","٦٠ثانية","giza","11-50","60thanya.com"
"united states","0","opelika-auburn-news","newspapers","linkedin.com/company/opelika-auburn-news","opelika","opelika-auburn news","alabama","51-200","oanow.com"
"argentina","0","revista-la-curva","newspapers","linkedin.com/company/revista-la-curva","","revista la curva","","11-50","revistalacurva.com"
"united states","0","northern-light-newspaper","newspapers","linkedin.com/company/northern-light-newspaper","blaine","northern light newspaper","washington","11-50","thenorthernlight.com"
"united states","0","custom-house-coffee","newspapers","linkedin.com/company/custom-house-coffee","middletown","custom house coffee","rhode island","1-10","customhousecoffee.com"
"united kingdom","0","harmsworth-printing-limited","newspapers","linkedin.com/company/harmsworth-printing-limited","kensington","harmsworth printing limited","kensington and chelsea","1-10",""
"united states","0","vision-magazine","newspapers","linkedin.com/company/vision-magazine","","vision magazine","california","1-10","visionmagazine.com"
"sweden","0","syrianska-riksförbundet","newspapers","linkedin.com/company/syrianska-riksförbundet","","syrianska riksförbundet","","1-10","syrianska-riks.org"
"united states","0","florida-sentinel-bulletin","newspapers","linkedin.com/company/florida-sentinel-bulletin","tampa","florida sentinel bulletin","florida","11-50","flsentinel.com"
"","0","integrityvalu-technology-services","newspapers","linkedin.com/company/integrityvalu-technology-services","","not sure","","501-1000",""
